,lake,water_body,date_collect,station_num,sample_num,station_descr,latitude,longitude
448,erie,LAKE ERIE,2010-11-09,1600011701,GL107237,LONG POINT BAY,42.65319,-80.28483
449,erie,LAKE ERIE,2010-11-09,1600011701,GL107238,LONG POINT BAY,42.65319,-80.28483
450,erie,LAKE ERIE,2010-11-09,1600011701,GL107239,LONG POINT BAY,42.65319,-80.28483
451,erie,LAKE ERIE,2010-11-09,1600011701,GL107240,LONG POINT BAY,42.65319,-80.28483
452,erie,LAKE ERIE,2010-11-09,1600010657,GL107241,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
453,erie,LAKE ERIE,2010-11-09,1600010657,GL107242,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
454,erie,LAKE ERIE,2010-11-09,1600010657,GL107242,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
455,erie,LAKE ERIE,2010-11-09,1600010657,GL107243,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
456,erie,LAKE ERIE,2010-11-09,1600010657,GL107244,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
457,erie,LAKE ERIE,2010-11-09,1600010657,GL107245,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
458,erie,LAKE ERIE,2010-11-10,1600010656,GL107246,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
459,erie,LAKE ERIE,2010-11-10,1600010656,GL107247,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
460,erie,LAKE ERIE,2010-11-10,1600010656,GL107247,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
461,erie,LAKE ERIE,2010-11-10,1600010656,GL107249,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
462,erie,LAKE ERIE,2010-11-10,1600010656,GL107250,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
463,erie,LAKE ERIE,2010-11-10,1600010656,GL107248,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
464,erie,LAKE ERIE,2010-11-15,1600011340,GL107251,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
465,erie,LAKE ERIE,2010-11-15,1600011340,GL107252,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
466,erie,LAKE ERIE,2010-11-15,1600011340,GL107252,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
467,erie,LAKE ERIE,2010-11-15,1600011340,GL107253,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
468,erie,LAKE ERIE,2010-11-15,1600011340,GL107254,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
469,erie,LAKE ERIE,2010-11-15,1600011340,GL107255,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
470,erie,LAKE ERIE,2010-11-15,1600011340,GL107256,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
471,erie,LAKE ERIE,2010-11-15,1600011340,GL107257,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
472,erie,LAKE ERIE,2014-05-12,1600011701,GL145201,LONG POINT BAY,42.65319,-80.28483
473,erie,LAKE ERIE,2014-05-12,1600011701,GL145202,LONG POINT BAY,42.65319,-80.28483
474,erie,LAKE ERIE,2014-05-12,1600011701,GL145204,LONG POINT BAY,42.65319,-80.28483
475,erie,LAKE ERIE,2014-05-12,1600011701,GL145205,LONG POINT BAY,42.65319,-80.28483
476,erie,LAKE ERIE,2014-05-12,1600011701,GL145202,LONG POINT BAY,42.65319,-80.28483
477,erie,LAKE ERIE,2014-05-12,1600011701,GL145203,LONG POINT BAY,42.65319,-80.28483
478,erie,LAKE ERIE,2014-05-12,1600011701,GL145206,LONG POINT BAY,42.65319,-80.28483
479,erie,LAKE ERIE,2014-05-12,1600011701,GL145207,LONG POINT BAY,42.65319,-80.28483
480,erie,LAKE ERIE,2014-05-12,1600011701,GL145208,LONG POINT BAY,42.65319,-80.28483
481,erie,LAKE ERIE,2014-05-12,1600011701,GL145209,LONG POINT BAY,42.65319,-80.28483
482,erie,LAKE ERIE,2014-05-13,1600010657,GL145213,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
483,erie,LAKE ERIE,2014-05-13,1600010657,GL145214,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
484,erie,LAKE ERIE,2014-05-13,1600010657,GL145214,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
485,erie,LAKE ERIE,2014-05-13,1600010657,GL145215,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
486,erie,LAKE ERIE,2014-05-13,1600010657,GL145216,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
487,erie,LAKE ERIE,2014-05-13,1600010657,GL145217,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
488,erie,LAKE ERIE,2014-05-13,1600010657,GL145218,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
489,erie,LAKE ERIE,2014-05-13,1600010657,GL145219,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
490,erie,LAKE ERIE,2014-05-13,1600010657,GL145220,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
491,erie,LAKE ERIE,2014-05-13,1600010657,GL145221,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
492,erie,LAKE ERIE,2014-05-13,1600010656,GL145223,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
493,erie,LAKE ERIE,2014-05-13,1600010656,GL145224,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
494,erie,LAKE ERIE,2014-05-13,1600010656,GL145224,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
495,erie,LAKE ERIE,2014-05-13,1600010656,GL145225,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
496,erie,LAKE ERIE,2014-05-13,1600010656,GL145228,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
497,erie,LAKE ERIE,2014-05-13,1600010656,GL145229,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
498,erie,LAKE ERIE,2014-05-13,1600010656,GL145230,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
499,erie,LAKE ERIE,2014-05-13,1600010656,GL145231,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
500,erie,LAKE ERIE,2014-05-13,1600010656,GL145226,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
501,erie,LAKE ERIE,2014-05-13,1600010656,GL145227,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
502,erie,LAKE ERIE,2014-05-14,1600150248,GL145233,LOWER GRAND RIVER,42.87172,-79.57161
503,erie,LAKE ERIE,2014-05-14,1600150248,GL145234,LOWER GRAND RIVER,42.87172,-79.57161
504,erie,LAKE ERIE,2014-05-14,1600150248,GL145234,LOWER GRAND RIVER,42.87172,-79.57161
505,erie,LAKE ERIE,2014-05-14,1600150248,GL145235,LOWER GRAND RIVER,42.87172,-79.57161
506,erie,LAKE ERIE,2014-05-14,1600150248,GL145236,LOWER GRAND RIVER,42.87172,-79.57161
507,erie,LAKE ERIE,2014-05-14,1600150248,GL145237,LOWER GRAND RIVER,42.87172,-79.57161
508,erie,LAKE ERIE,2014-05-14,1600150248,GL145238,LOWER GRAND RIVER,42.87172,-79.57161
509,erie,LAKE ERIE,2014-05-14,1600150248,GL145239,LOWER GRAND RIVER,42.87172,-79.57161
510,erie,LAKE ERIE,2014-05-14,1600150248,GL145240,LOWER GRAND RIVER,42.87172,-79.57161
511,erie,LAKE ERIE,2014-05-14,1600150248,GL145241,LOWER GRAND RIVER,42.87172,-79.57161
512,erie,LAKE ERIE,2014-05-14,1600150248,GL145242,LOWER GRAND RIVER,42.87172,-79.57161
513,erie,LAKE ERIE,2014-05-14,1600150248,GL145243,LOWER GRAND RIVER,42.87172,-79.57161
514,erie,LAKE ERIE,2014-05-20,1600011340,GL145245,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
515,erie,LAKE ERIE,2014-05-20,1600011340,GL145246,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
516,erie,LAKE ERIE,2014-05-20,1600011340,GL145246,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
517,erie,LAKE ERIE,2014-05-20,1600011340,GL145250,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
518,erie,LAKE ERIE,2014-05-20,1600011340,GL145251,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
519,erie,LAKE ERIE,2014-05-20,1600011340,GL145252,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
520,erie,LAKE ERIE,2014-05-20,1600011340,GL145247,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
521,erie,LAKE ERIE,2014-05-20,1600011340,GL145248,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
522,erie,LAKE ERIE,2014-05-20,1600011340,GL145249,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
523,erie,LAKE ERIE,2014-05-21,1600010658,GL145255,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
524,erie,LAKE ERIE,2014-05-21,1600010658,GL145256,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
525,erie,LAKE ERIE,2014-05-21,1600010658,GL145256,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
526,erie,LAKE ERIE,2014-05-21,1600010658,GL145257,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
527,erie,LAKE ERIE,2014-05-21,1600010658,GL145258,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
528,erie,LAKE ERIE,2014-05-21,1600010658,GL145259,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
529,erie,LAKE ERIE,2014-05-21,1600010658,GL145260,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
530,erie,LAKE ERIE,2014-05-21,1600010658,GL145261,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
531,erie,LAKE ERIE,2014-05-21,1600010658,GL145262,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
532,erie,LAKE ERIE,2014-05-21,1600010658,GL145263,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
533,erie,LAKE ERIE,2014-05-21,1600011340,GL145253,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
534,erie,LAKE ERIE,2014-05-21,1600010659,GL145265,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
535,erie,LAKE ERIE,2014-05-21,1600010659,GL145266,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
536,erie,LAKE ERIE,2014-05-21,1600010659,GL145266,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
537,erie,LAKE ERIE,2014-05-21,1600010659,GL145270,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
538,erie,LAKE ERIE,2014-05-21,1600010659,GL145271,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
539,erie,LAKE ERIE,2014-05-21,1600010659,GL145272,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
540,erie,LAKE ERIE,2014-05-21,1600010659,GL145273,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
541,erie,LAKE ERIE,2014-05-21,1600010659,GL145267,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
542,erie,LAKE ERIE,2014-05-21,1600010659,GL145268,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
543,erie,LAKE ERIE,2014-05-21,1600010659,GL145269,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
544,erie,LAKE ERIE,2014-05-22,1600010646,GL145277,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
545,erie,LAKE ERIE,2014-05-22,1600010646,GL145278,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
546,erie,LAKE ERIE,2014-05-22,1600010646,GL145280,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
547,erie,LAKE ERIE,2014-05-22,1600010646,GL145281,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
548,erie,LAKE ERIE,2014-05-22,1600010646,GL145278,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
549,erie,LAKE ERIE,2014-05-22,1600010646,GL145282,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
550,erie,LAKE ERIE,2014-05-22,1600010646,GL145283,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
551,erie,LAKE ERIE,2014-05-22,1600010646,GL145284,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
552,erie,LAKE ERIE,2014-05-22,1600010646,GL145285,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
553,erie,LAKE ERIE,2014-05-22,1600010646,GL145279,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
554,erie,LAKE ERIE,2014-05-22,1600010646,GL145287,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
555,erie,LAKE ERIE,2014-05-22,1600010646,GL145288,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
556,erie,LAKE ERIE,2014-05-22,1600010646,GL145289,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
557,erie,LAKE ERIE,2014-05-26,1600010370,GL145293,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
558,erie,LAKE ERIE,2014-05-26,1600010370,GL145294,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
559,erie,LAKE ERIE,2014-05-26,1600010370,GL145296,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
560,erie,LAKE ERIE,2014-05-26,1600010370,GL145297,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
561,erie,LAKE ERIE,2014-05-26,1600010370,GL145294,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
562,erie,LAKE ERIE,2014-05-26,1600010370,GL145295,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
563,erie,LAKE ERIE,2014-05-26,1600010370,GL145298,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
564,erie,LAKE ERIE,2014-05-26,1600010370,GL145299,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
565,erie,LAKE ERIE,2014-05-26,1600010370,GL145300,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
566,erie,LAKE ERIE,2014-05-26,1600010370,GL145301,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
567,erie,LAKE ERIE,2014-05-27,1600010284,GL145305,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
568,erie,LAKE ERIE,2014-05-27,1600010284,GL145306,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
569,erie,LAKE ERIE,2014-05-27,1600010284,GL145308,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
570,erie,LAKE ERIE,2014-05-27,1600010284,GL145309,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
571,erie,LAKE ERIE,2014-05-27,1600010284,GL145306,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
572,erie,LAKE ERIE,2014-05-27,1600010284,GL145310,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
573,erie,LAKE ERIE,2014-05-27,1600010284,GL145311,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
574,erie,LAKE ERIE,2014-05-27,1600010284,GL145312,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
575,erie,LAKE ERIE,2014-05-27,1600010284,GL145313,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
576,erie,LAKE ERIE,2014-05-27,1600010284,GL145307,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
577,erie,LAKE ERIE,2014-05-27,1600011702,GL145315,COLCHESTER,41.98306,-82.96119
578,erie,LAKE ERIE,2014-05-27,1600011702,GL145316,COLCHESTER,41.98306,-82.96119
579,erie,LAKE ERIE,2014-05-27,1600011702,GL145318,COLCHESTER,41.98306,-82.96119
580,erie,LAKE ERIE,2014-05-27,1600011702,GL145319,COLCHESTER,41.98306,-82.96119
581,erie,LAKE ERIE,2014-05-27,1600011702,GL145316,COLCHESTER,41.98306,-82.96119
582,erie,LAKE ERIE,2014-05-27,1600011702,GL145320,COLCHESTER,41.98306,-82.96119
583,erie,LAKE ERIE,2014-05-27,1600011702,GL145321,COLCHESTER,41.98306,-82.96119
584,erie,LAKE ERIE,2014-05-27,1600011702,GL145322,COLCHESTER,41.98306,-82.96119
585,erie,LAKE ERIE,2014-05-27,1600011702,GL145323,COLCHESTER,41.98306,-82.96119
586,erie,LAKE ERIE,2014-05-27,1600011702,GL145317,COLCHESTER,41.98306,-82.96119
587,erie,LAKE ERIE,2014-08-14,1600010284,GL145525,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
588,erie,LAKE ERIE,2014-08-14,1600010284,GL145526,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
589,erie,LAKE ERIE,2014-08-14,1600010284,GL145528,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
590,erie,LAKE ERIE,2014-08-14,1600010284,GL145529,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
591,erie,LAKE ERIE,2014-08-14,1600010284,GL145526,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
592,erie,LAKE ERIE,2014-08-14,1600010284,GL145530,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
593,erie,LAKE ERIE,2014-08-14,1600010284,GL145531,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
594,erie,LAKE ERIE,2014-08-14,1600010284,GL145532,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
595,erie,LAKE ERIE,2014-08-14,1600010284,GL145533,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
596,erie,LAKE ERIE,2014-08-14,1600010284,GL145527,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
597,erie,LAKE ERIE,2014-08-14,1600011702,GL145535,COLCHESTER,41.98306,-82.96119
598,erie,LAKE ERIE,2014-08-14,1600011702,GL145536,COLCHESTER,41.98306,-82.96119
599,erie,LAKE ERIE,2014-08-14,1600011702,GL145538,COLCHESTER,41.98306,-82.96119
600,erie,LAKE ERIE,2014-08-14,1600011702,GL145539,COLCHESTER,41.98306,-82.96119
601,erie,LAKE ERIE,2014-08-14,1600011702,GL145536,COLCHESTER,41.98306,-82.96119
602,erie,LAKE ERIE,2014-08-14,1600011702,GL145537,COLCHESTER,41.98306,-82.96119
603,erie,LAKE ERIE,2014-08-14,1600011702,GL145540,COLCHESTER,41.98306,-82.96119
604,erie,LAKE ERIE,2014-08-14,1600011702,GL145541,COLCHESTER,41.98306,-82.96119
605,erie,LAKE ERIE,2014-08-14,1600011702,GL145542,COLCHESTER,41.98306,-82.96119
606,erie,LAKE ERIE,2014-08-14,1600011702,GL145543,COLCHESTER,41.98306,-82.96119
607,erie,LAKE ERIE,2014-08-18,1600010370,GL145545,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
608,erie,LAKE ERIE,2014-08-18,1600010370,GL145546,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
609,erie,LAKE ERIE,2014-08-18,1600010370,GL145548,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
610,erie,LAKE ERIE,2014-08-18,1600010370,GL145549,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
611,erie,LAKE ERIE,2014-08-18,1600010370,GL145546,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
612,erie,LAKE ERIE,2014-08-18,1600010370,GL145547,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
613,erie,LAKE ERIE,2014-08-18,1600010370,GL145550,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
614,erie,LAKE ERIE,2014-08-18,1600010370,GL145551,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
615,erie,LAKE ERIE,2014-08-18,1600010370,GL145552,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
616,erie,LAKE ERIE,2014-08-18,1600010370,GL145553,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
617,erie,LAKE ERIE,2014-08-19,1600010646,GL145557,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
618,erie,LAKE ERIE,2014-08-19,1600010646,GL145558,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
619,erie,LAKE ERIE,2014-08-19,1600010646,GL145560,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
620,erie,LAKE ERIE,2014-08-19,1600010646,GL145561,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
621,erie,LAKE ERIE,2014-08-19,1600010646,GL145558,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
622,erie,LAKE ERIE,2014-08-19,1600010646,GL145559,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
623,erie,LAKE ERIE,2014-08-19,1600010646,GL145562,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
624,erie,LAKE ERIE,2014-08-19,1600010646,GL145563,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
625,erie,LAKE ERIE,2014-08-19,1600010646,GL145564,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
626,erie,LAKE ERIE,2014-08-19,1600010646,GL145565,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
627,erie,LAKE ERIE,2014-08-19,1600010646,GL145567,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
628,erie,LAKE ERIE,2014-08-19,1600010646,GL145568,LAKE ERIE CENTRAL BASIN NEAR PORT CREWE,42.16367,-82.14869
629,erie,LAKE ERIE,2014-08-21,1600010659,GL145569,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
630,erie,LAKE ERIE,2014-08-21,1600010659,GL145570,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
631,erie,LAKE ERIE,2014-08-21,1600010659,GL145572,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
632,erie,LAKE ERIE,2014-08-21,1600010659,GL145573,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
633,erie,LAKE ERIE,2014-08-21,1600010659,GL145570,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
634,erie,LAKE ERIE,2014-08-21,1600010659,GL145571,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
635,erie,LAKE ERIE,2014-08-21,1600010659,GL145574,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
636,erie,LAKE ERIE,2014-08-21,1600010659,GL145575,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
637,erie,LAKE ERIE,2014-08-21,1600010659,GL145576,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
638,erie,LAKE ERIE,2014-08-21,1600010659,GL145577,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
639,erie,LAKE ERIE,2014-08-21,1600010658,GL145579,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
640,erie,LAKE ERIE,2014-08-21,1600010658,GL145580,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
641,erie,LAKE ERIE,2014-08-21,1600010658,GL145582,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
642,erie,LAKE ERIE,2014-08-21,1600010658,GL145583,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
643,erie,LAKE ERIE,2014-08-21,1600010658,GL145580,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
644,erie,LAKE ERIE,2014-08-21,1600010658,GL145581,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
645,erie,LAKE ERIE,2014-08-21,1600010658,GL145584,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
646,erie,LAKE ERIE,2014-08-21,1600010658,GL145585,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
647,erie,LAKE ERIE,2014-08-21,1600010658,GL145586,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
648,erie,LAKE ERIE,2014-08-21,1600010658,GL145587,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
649,erie,LAKE ERIE,2014-08-25,1600010657,GL145589,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
650,erie,LAKE ERIE,2014-08-25,1600010657,GL145590,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
651,erie,LAKE ERIE,2014-08-25,1600010657,GL145594,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
652,erie,LAKE ERIE,2014-08-25,1600010657,GL145591,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
653,erie,LAKE ERIE,2014-08-25,1600011701,GL145599,LONG POINT BAY,42.65319,-80.28483
654,erie,LAKE ERIE,2014-08-25,1600011701,GL145600,LONG POINT BAY,42.65319,-80.28483
655,erie,LAKE ERIE,2014-08-25,1600011701,GL145601,LONG POINT BAY,42.65319,-80.28483
656,erie,LAKE ERIE,2014-08-25,1600011701,GL145604,LONG POINT BAY,42.65319,-80.28483
657,erie,LAKE ERIE,2014-08-25,1600011701,GL145610,LONG POINT BAY,42.65319,-80.28483
658,erie,LAKE ERIE,2014-08-25,1600011701,GL145609,LONG POINT BAY,42.65319,-80.28483
659,erie,LAKE ERIE,2014-08-26,1600150248,GL145613,LOWER GRAND RIVER,42.87172,-79.57161
660,erie,LAKE ERIE,2014-08-26,1600150248,GL145614,LOWER GRAND RIVER,42.87172,-79.57161
661,erie,LAKE ERIE,2014-08-26,1600150248,GL145616,LOWER GRAND RIVER,42.87172,-79.57161
662,erie,LAKE ERIE,2014-08-26,1600150248,GL145617,LOWER GRAND RIVER,42.87172,-79.57161
663,erie,LAKE ERIE,2014-08-26,1600150248,GL145614,LOWER GRAND RIVER,42.87172,-79.57161
664,erie,LAKE ERIE,2014-08-26,1600150248,GL145615,LOWER GRAND RIVER,42.87172,-79.57161
665,erie,LAKE ERIE,2014-08-26,1600150248,GL145618,LOWER GRAND RIVER,42.87172,-79.57161
666,erie,LAKE ERIE,2014-08-26,1600150248,GL145619,LOWER GRAND RIVER,42.87172,-79.57161
